,Timestamp,P1,P2,P3,P4
74,6426000,40,60,50,30
75,6512400,40,60,50,30
76,6598800,40,60,50,30
77,6685200,40,60,50,30
78,6771600,40,60,50,30
79,6858000,40,60,50,30
80,6944400,40,60,50,30
81,7030800,40,60,50,30
82,7117200,40,60,50,30
83,7203600,40,60,50,30
84,7290000,40,60,50,30
85,7376400,40,60,50,30
86,7462800,40,60,50,30
87,7549200,40,60,50,30
88,7635600,40,60,50,30
89,7722000,40,60,50,30
90,7808400,40,60,50,30
91,7894800,40,60,50,30
92,7981200,40,60,50,30
93,8067600,40,60,50,30
94,8154000,40,60,50,30
95,8240400,40,60,50,30
96,8326800,40,60,50,30
97,8413200,40,60,50,30
98,8499600,40,60,50,30
99,8586000,40,60,50,30
100,8672400,40,60,50,30
101,8758800,40,60,50,30
102,8845200,40,60,50,30
103,8931600,40,60,50,30
104,9018000,40,60,50,30
105,9104400,40,60,50,30
106,9190800,40,60,50,30
107,9277200,40,60,50,30
108,9363600,40,60,50,30
109,9450000,40,60,50,30
110,9536400,40,60,50,30
111,9622800,40,60,50,30
112,9709200,40,60,50,30
113,9795600,40,60,50,30
114,9882000,40,60,50,30
115,9968400,40,60,50,30
116,10054800,40,60,50,30
117,10141200,40,60,50,30
118,10227600,40,60,50,30
119,10314000,40,60,50,30
120,10400400,40,60,50,30
121,10486800,40,60,50,30
122,10573200,40,60,50,30
123,10659600,40,60,50,30
124,10746000,40,60,50,30
125,10832400,40,60,50,30
126,10918800,40,60,50,30
127,11005200,40,60,50,30
128,11091600,40,60,50,30
129,11178000,40,60,50,30
130,11264400,40,60,50,30
131,11350800,40,60,50,30
132,11437200,40,60,50,30
133,11523600,40,60,50,30
134,11610000,40,60,50,30
135,11696400,40,60,50,30
136,11782800,40,60,50,30
137,11869200,40,60,50,30
138,11955600,40,60,50,30
139,12042000,40,60,50,30
140,12128400,40,60,50,30
141,12214800,40,60,50,30
142,12301200,40,60,50,30
143,12387600,40,60,50,30
144,12474000,40,60,50,30
145,12560400,40,60,50,30
146,12646800,40,60,50,30
147,12733200,40,60,50,30
148,12819600,40,60,50,30
149,12906000,40,60,50,30
150,12992400,40,60,50,30
151,13078800,40,60,50,30
152,13165200,40,60,50,30
153,13251600,40,60,50,30
154,13338000,40,60,50,30
155,13424400,40,60,50,30
156,13510800,40,60,50,30
157,13597200,40,60,50,30
158,13683600,40,60,50,30
159,13770000,40,60,50,30
160,13856400,40,60,50,30
161,13942800,40,60,50,30
162,14029200,40,60,50,30
163,14115600,40,60,50,30
164,14202000,40,60,50,30
165,14288400,40,60,50,30
166,14374800,40,60,50,30
167,14461200,40,60,50,30
168,14547600,40,60,50,30
169,14634000,40,60,50,30
170,14720400,40,60,50,30
171,14806800,40,60,50,30
172,14893200,40,60,50,30
173,14979600,40,60,50,30
174,15066000,40,60,50,30
175,15152400,40,60,50,30
176,15238800,40,60,50,30
177,15325200,40,60,50,30
178,15411600,40,60,50,30
179,15498000,40,60,50,30
180,15584400,40,60,50,30
181,15670800,40,60,50,30
182,15757200,40,60,50,30
183,15843600,40,60,50,30
184,15930000,40,60,50,30
185,16016400,40,60,50,30
186,16102800,40,60,50,30
187,16189200,40,60,50,30
188,16275600,40,60,50,30
189,16362000,40,60,50,30
190,16448400,40,60,50,30
191,16534800,40,60,50,30
192,16621200,40,60,50,30
193,16707600,40,60,50,30
194,16794000,40,60,50,30
195,16880400,40,60,50,30
196,16966800,40,60,50,30
197,17053200,40,60,50,30
198,17139600,40,60,50,30
199,17226000,40,60,50,30
200,17312400,40,60,50,30
201,17398800,40,60,50,30
202,17485200,40,60,50,30
203,17571600,40,60,50,30
204,17658000,40,60,50,30
205,17744400,40,60,50,30
206,17830800,40,60,50,30
207,17917200,40,60,50,30
208,18003600,40,60,50,30
209,18090000,40,60,50,30
210,18176400,40,60,50,30
211,18262800,40,60,50,30
212,18349200,40,60,50,30
213,18435600,40,60,50,30
214,18522000,40,60,50,30
215,18608400,40,60,50,30
216,18694800,40,60,50,30
217,18781200,40,60,50,30
218,18867600,40,60,50,30
219,18954000,40,60,50,30
220,19040400,40,60,50,30
221,19126800,40,60,50,30
222,19213200,40,60,50,30
223,19299600,40,60,50,30
224,19386000,40,60,50,30
225,19472400,40,60,50,30
226,19558800,40,60,50,30
227,19645200,40,60,50,30
228,19731600,40,60,50,30
229,19818000,40,60,50,30
230,19904400,40,60,50,30
231,19990800,40,60,50,30
232,20077200,40,60,50,30
233,20163600,40,60,50,30
234,20250000,40,60,50,30
235,20336400,40,60,50,30
236,20422800,40,60,50,30
237,20509200,40,60,50,30
238,20595600,40,60,50,30
239,20682000,40,60,50,30
240,20768400,40,60,50,30
241,20854800,40,60,50,30
242,20941200,40,60,50,30
243,21027600,40,60,50,30
244,21114000,40,60,50,30
245,21200400,40,60,50,30
246,21286800,40,60,50,30
247,21373200,40,60,50,30
248,21459600,40,60,50,30
249,21546000,40,60,50,30
250,21632400,40,60,50,30
251,21718800,40,60,50,30
252,21805200,40,60,50,30
253,21891600,40,60,50,30
254,21978000,40,60,50,30
255,22064400,40,60,50,30
256,22150800,40,60,50,30
257,22237200,40,60,50,30
258,22323600,40,60,50,30
259,22410000,40,60,50,30
260,22496400,40,60,50,30
261,22582800,40,60,50,30
262,22669200,40,60,50,30
263,22755600,40,60,50,30
264,22842000,40,60,50,30
265,22928400,40,60,50,30
266,23014800,40,60,50,30
267,23101200,40,60,50,30
268,23187600,40,60,50,30
269,23274000,40,60,50,30
270,23360400,40,60,50,30
271,23446800,40,60,50,30
272,23533200,40,60,50,30
273,23619600,40,60,50,30
274,23706000,40,60,50,30
275,23792400,40,60,50,30
276,23878800,40,60,50,30
277,23965200,40,60,50,30
278,24051600,40,60,50,30
279,24138000,40,60,50,30
280,24224400,40,60,50,30
281,24310800,40,60,50,30
282,24397200,40,60,50,30
283,24483600,40,60,50,30
284,24570000,40,60,50,30
285,24656400,40,60,50,30
286,24742800,40,60,50,30
287,24829200,40,60,50,30
288,24915600,40,60,50,30
289,25002000,40,60,50,30
290,25088400,40,60,50,30
291,25174800,40,60,50,30
292,25261200,40,60,50,30
293,25347600,40,60,50,30
294,25434000,40,60,50,30
295,25520400,40,60,50,30
296,25606800,40,60,50,30
297,25693200,40,60,50,30
298,25779600,40,60,50,30
299,25866000,40,60,50,30
300,25952400,40,60,50,30
301,26038800,40,60,50,30
302,26125200,40,60,50,30
303,26211600,40,60,50,30
304,26298000,40,60,50,30
305,26384400,40,60,50,30
306,26470800,40,60,50,30
307,26557200,40,60,50,30
308,26643600,40,60,50,30
309,26730000,40,60,50,30
310,26816400,40,60,50,30
311,26902800,40,60,50,30
312,26989200,40,60,50,30
313,27075600,40,60,50,30
314,27162000,40,60,50,30
315,27248400,40,60,50,30
316,27334800,40,60,50,30
317,27421200,40,60,50,30
318,27507600,40,60,50,30
319,27594000,40,60,50,30
320,27680400,40,60,50,30
321,27766800,40,60,50,30
322,27853200,40,60,50,30
323,27939600,40,60,50,30
324,28026000,40,60,50,30
325,28112400,40,60,50,30
326,28198800,40,60,50,30
327,28285200,40,60,50,30
328,28371600,40,60,50,30
329,28458000,40,60,50,30
330,28544400,40,60,50,30
331,28630800,40,60,50,30
332,28717200,40,60,50,30
333,28803600,40,60,50,30
334,28890000,40,60,50,30
335,28976400,40,60,50,30
336,29062800,40,60,50,30
337,29149200,40,60,50,30
338,29235600,40,60,50,30
339,29322000,40,60,50,30
340,29408400,40,60,50,30
341,29494800,40,60,50,30
342,29581200,40,60,50,30
343,29667600,40,60,50,30
344,29754000,40,60,50,30
345,29840400,40,60,50,30
346,29926800,40,60,50,30
347,30013200,40,60,50,30
348,30099600,40,60,50,30
349,30186000,40,60,50,30
350,30272400,40,60,50,30
351,30358800,40,60,50,30
352,30445200,40,60,50,30
353,30531600,40,60,50,30
354,30618000,40,60,50,30
355,30704400,40,60,50,30
356,30790800,40,60,50,30
357,30877200,40,60,50,30
358,30963600,40,60,50,30
359,31050000,40,60,50,30
360,31136400,40,60,50,30
361,31222800,40,60,50,30
362,31309200,40,60,50,30
363,31395600,40,60,50,30
364,31482000,40,60,50,30
